"concentration","growth_or_not","reproduction_or_not","survival_or_not","temperature","PAHs","Biochar_EC","Biochar_pH","Biochar_C","Biochar_N","Biochar_Cd","Biochar_Cu","Biochar_Pb","Soil_pH","test_organisms","Biochar_plant_or_not","Biochar_mix_or_not","Biochar_sludge_or_not","Biochar_waste_or_not","sand","silt","clay","Soil_organic_matter","category"
0.495003039120078,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,-0.69738107526018,-0.138933875464637,0.112411476125818,0.932906047901726,-0.280345580397653,-0.443650022241232,-0.602737852434491,-0.00961234696160278,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,-0.684017376018126,-0.138933875464637,-0.53269465933907,0.541743114803317,-0.156210211228154,-0.515227325705747,-0.574246248395091,0.0615079379495664,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"beneficial"
-0.0381627415304618,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,-0.684017376018126,-0.138933875464637,-0.53269465933907,0.541743114803317,-0.156210211228154,-0.515227325705747,-0.574246248395091,0.0615079379495664,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"beneficial"
0.495003039120078,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,-0.684017376018126,-0.138933875464637,-0.53269465933907,0.541743114803317,-0.156210211228154,-0.515227325705747,-0.574246248395091,0.0615079379495664,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"hazardous"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,2.94021785842686,-0.138933875464637,-1.23644680711895,0.928228464247335,-0.431081385817759,0.0359179109710213,-0.586136445356415,0.0293890996025868,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"beneficial"
-0.0381627415304618,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,2.94021785842686,-0.138933875464637,-1.23644680711895,0.928228464247335,-0.431081385817759,0.0359179109710213,-0.586136445356415,0.0293890996025868,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"hazardous"
0.495003039120078,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,2.94021785842686,-0.138933875464637,-1.23644680711895,0.928228464247335,-0.431081385817759,0.0359179109710213,-0.586136445356415,0.0293890996025868,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"hazardous"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,0.109786358959869,-0.138933875464637,0.581579574645736,0.0143455577707832,-0.173943835395226,-0.558173707784456,-0.602737852434491,0.013329680429097,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"beneficial"
-0.0381627415304618,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,0.109786358959869,-0.138933875464637,0.581579574645736,0.0143455577707832,-0.173943835395226,-0.558173707784456,-0.602737852434491,0.013329680429097,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"hazardous"
0.495003039120078,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,0.109786358959869,-0.138933875464637,0.581579574645736,0.0143455577707832,-0.173943835395226,-0.558173707784456,-0.602737852434491,0.013329680429097,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.77125552258729,-0.0792968418157267,4.36167413318527,-1.58396319819389,"hazardous"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,1.32727811944689,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"hazardous"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,1.32727811944689,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"beneficial"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,1.32727811944689,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"beneficial"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,1.32727811944689,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"beneficial"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"hazardous"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"beneficial"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.743211831142828,-0.255042630348199,-0.138933875464637,0.200380494598302,1.091943892151,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.154187987816366,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-2.21545285456468,0.849619004575323,1.90901812343238,-1.58396319819389,"hazardous"
-0.560665206567991,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.518011944115948,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.560665206567991,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.518011944115948,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.560665206567991,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.518011944115948,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.560665206567991,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.518011944115948,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.16644447359311,-0.0635265608191511,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.560665206567991,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.518011944115948,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,0.132201200487783,-0.255042630348199,-0.158686745684844,0.229703500755798,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.560665206567991,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.518011944115948,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.480587921653645,-0.255042630348199,-0.140998256840786,-1.23644680711895,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,-2.52766393681662,-0.752854688035324,-1.53161372632161,3.29513206147951,-0.320666702737261,-0.371131710875756,1.39726448758229,-1.82101405379895,4.36167413318527,-1.58396319819389,"beneficial"
-0.518011944115948,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.18366539603546,-2.04203715629066,1.51075046047654,1.41020213748972,2.88954012299858,1.37608610743666,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.18366539603546,-2.04203715629066,1.51075046047654,1.41020213748972,2.88954012299858,1.37608610743666,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.18366539603546,-2.04203715629066,1.51075046047654,1.41020213748972,2.88954012299858,1.37608610743666,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
-0.518011944115948,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.08396717509997,-1.62105462739551,2.26442948757707,2.18323701490648,0.75827840351587,1.12372380613896,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.08396717509997,-1.62105462739551,2.26442948757707,2.18323701490648,0.75827840351587,1.12372380613896,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.08396717509997,-1.62105462739551,2.26442948757707,2.18323701490648,0.75827840351587,1.12372380613896,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
-0.518011944115948,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.01359196032199,-2.18236466592237,1.29794697047169,0.21486116963231,0.145073277208564,0.0225064913853768,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.01359196032199,-2.18236466592237,1.29794697047169,0.21486116963231,0.145073277208564,0.0225064913853768,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
-0.358062209920786,1.07220322670825,-0.868933661637921,-0.341641379230217,-1.09337704379507,-0.255042630348199,0.802858638664906,-1.01359196032199,-2.18236466592237,1.29794697047169,0.21486116963231,0.145073277208564,0.0225064913853768,-1.74545712546534,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,-1.03437218501663,-0.0792968418157267,0.754827060019254,-1.58396319819389,"beneficial"
-0.560665206567991,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"beneficial"
-0.550001890954981,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"hazardous"
-0.528675259728959,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"beneficial"
-0.507348628502937,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"beneficial"
-0.486021997276916,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"hazardous"
-0.443368734824873,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"hazardous"
-0.422042103598851,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.217964012164461,-0.255042630348199,-0.138933875464637,-0.180818585449131,-0.153462755830477,-0.351280077065938,-0.29333768496575,-0.341751768189065,-0.23673841812953,1.0481386293607,-0.752854688035324,0.652414859817253,-0.303249622749141,-0.320666702737261,-0.371131710875756,-3.04915685659859,5.02974031333505,-1.40928118388035,-1.58396319819389,"hazardous"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.393046618490584,-0.255042630348199,-0.138933875464637,0.171057488440807,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.265931818009408,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,0.70251115255403,-0.0909082898956149,0.0334576453860518,0.0696794494099853,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,-0.0428814058383391,-0.255042630348199,-0.138933875464637,0.171057488440807,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.265931818009408,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,0.70251115255403,-0.0909082898956149,0.0334576453860518,0.0696794494099853,"beneficial"
-0.464695366050894,1.07220322670825,-0.868933661637921,-0.341641379230217,0.307283806813905,-0.255042630348199,-0.138933875464637,0.171057488440807,-0.0306761849027255,-0.253745144147046,-0.29333768496575,-0.341751768189065,-0.23673841812953,0.265931818009408,-0.752854688035324,-1.53161372632161,-0.303249622749141,3.11615626450322,-0.371131710875756,0.70251115255403,-0.0909082898956149,0.0334576453860518,0.0696794494099853,"beneficial"
